Date,price,return,SMA1,SMA2,position,strategy,creturns,cstrategy
2024-03-21,131.8,0.014135860980907829,128.48999999999998,125.61749999999999,1,0.014135860980907829,1.1981818181818191,1.1981818181818191
2024-03-22,131.15,-0.004943915755524216,129.08499999999998,126.19000000000001,1,-0.004943915755524216,1.1922727272727283,1.1922727272727283
2024-03-25,132.9,0.013255259406317048,129.66500000000002,126.76499999999999,1,0.013255259406317048,1.2081818181818191,1.2081818181818191
2024-03-26,132.25,-0.004902894980790921,130.25,127.335,1,-0.004902894980790921,1.2022727272727283,1.2022727272727283
2024-03-27,134.1,0.013891719549224121,130.84,127.91,1,0.013891719549224121,1.2190909090909101,1.2190909090909101
2024-03-28,133.45,-0.004858914437099695,131.43,128.48499999999999,1,-0.004858914437099695,1.2131818181818192,1.2131818181818192
2024-04-01,135.3,0.013767659326209337,132.02,129.075,1,0.013767659326209337,1.2300000000000013,1.2300000000000013
2024-04-02,134.65,-0.004815715919134512,132.615,129.6675,1,-0.004815715919134512,1.2240909090909102,1.2240909090909102
2024-04-03,136.5,0.013645795367406387,133.205,130.2575,1,0.013645795367406387,1.2409090909090918,1.2409090909090918
2024-04-04,135.85,-0.004773278752657771,133.79500000000002,130.8475,1,-0.004773278752657771,1.235000000000001,1.235000000000001
2024-04-05,137.7,0.013526069862252393,134.38500000000002,131.4375,1,0.013526069862252393,1.2518181818181828,1.2518181818181828
2024-04-08,137.05,-0.004731582985814149,134.975,132.03000000000003,1,-0.004731582985814149,1.2459090909090922,1.2459090909090922
2024-04-09,138.9,0.013408427011503205,135.575,132.61999999999998,1,0.013408427011503205,1.2627272727272738,1.2627272727272738
2024-04-10,138.25,-0.00469060935785391,136.175,133.2125,1,-0.00469060935785391,1.256818181818183,1.256818181818183
2024-04-11,140.1,0.013292812940517177,136.775,133.80749999999998,1,0.013292812940517177,1.2736363636363648,1.2736363636363648
2024-04-12,139.45,-0.004650339269463357,137.375,134.4025,1,-0.004650339269463357,1.267727272727274,1.267727272727274
2024-04-15,141.3,0.013179175616983866,137.975,134.9975,1,0.013179175616983866,1.2845454545454558,1.2845454545454558
2024-04-16,140.65,-0.0046107547546159365,138.575,135.595,1,-0.0046107547546159365,1.278636363636365,1.278636363636365
2024-04-17,142.5,0.013067464772839247,139.175,136.19,1,0.013067464772839247,1.2954545454545465,1.2954545454545465
2024-04-18,141.85,-0.004571838453844921,139.775,136.785,1,-0.004571838453844921,1.2895454545454554,1.2895454545454554
2024-04-19,143.7,0.012957631830118865,140.375,137.38,1,0.012957631830118865,1.3063636363636373,1.3063636363636373
2024-04-22,143.05,-0.004533573588859865,140.975,137.975,1,-0.004533573588859865,1.3004545454545466,1.3004545454545466
2024-04-23,144.9,0.012849629830517323,141.575,138.575,1,0.012849629830517323,1.3172727272727283,1.3172727272727283
2024-04-24,144.25,-0.004495943938427804,142.175,139.175,1,-0.004495943938427804,1.3113636363636374,1.3113636363636374
2024-04-25,146.1,0.012743413368444836,142.775,139.775,1,0.012743413368444836,1.328181818181819,1.328181818181819
2024-04-26,145.45,-0.004458933815443216,143.375,140.375,1,-0.004458933815443216,1.3222727272727282,1.3222727272727282
2024-04-29,147.3,0.012638938527374185,143.975,140.975,1,0.012638938527374185,1.3390909090909102,1.3390909090909102
2024-04-30,146.65,-0.0044225280451246326,144.575,141.575,1,-0.0044225280451246326,1.3331818181818194,1.3331818181818194
2024-05-01,148.5,0.01253616281929426,145.175,142.175,1,0.01253616281929426,1.350000000000001,1.350000000000001
2024-05-02,147.85,-0.004386711944268076,145.775,142.775,1,-0.004386711944268076,1.3440909090909101,1.3440909090909101
2024-05-03,149.7,0.01243504512709638,146.375,143.375,1,0.01243504512709638,1.360909090909092,1.360909090909092
2024-05-06,149.05,-0.004351471301502022,146.975,143.975,1,-0.004351471301502022,1.355000000000001,1.355000000000001
2024-05-07,150.9,0.012335545649722777,147.575,144.575,1,0.012335545649722777,1.3718181818181832,1.3718181818181832
2024-05-08,150.25,-0.004316792358486253,148.175,145.175,1,-0.004316792358486253,1.365909090909092,1.365909090909092
2024-05-09,152.1,0.012237625849930243,148.775,145.775,1,0.012237625849930243,1.3827272727272741,1.3827272727272741
2024-05-10,151.45,-0.004282661792000848,149.375,146.375,1,-0.004282661792000848,1.376818181818183,1.376818181818183
